State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Ohio,OH,Mansfield,4.1812,4.7643,5.2913,5.434,U.S Dollar,US Gallon,2026-08-19
Ohio,OH,Springfield,4.0932,4.6081,5.0964,5.3941,U.S Dollar,US Gallon,2026-08-19
Ohio,OH,Steubenville-Weirton (OH only),4.309,4.887,5.2921,5.4118,U.S Dollar,US Gallon,2026-08-19
Ohio,OH,Toledo,4.1531,4.7024,5.2288,5.4241,U.S Dollar,US Gallon,2026-08-19
Ohio,OH,Youngstown-Warren,4.0666,4.642,5.1915,5.4433,U.S Dollar,US Gallon,2026-08-19
Oklahoma,OK,Lawton,3.7526,4.0931,4.4464,4.9805,U.S Dollar,US Gallon,2026-08-19
Oklahoma,OK,Le Flore-Sequoyah,3.7914,4.1084,4.5386,4.9977,U.S Dollar,US Gallon,2026-08-19
Oklahoma,OK,Oklahoma City,3.8296,4.2653,4.5343,4.9741,U.S Dollar,US Gallon,2026-08-19
Oklahoma,OK,Tulsa,3.8781,4.2261,4.5134,5.1357,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Albany,4.637,4.7928,5.1829,5.4811,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Bend,4.5969,4.7859,5.0837,5.4674,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Corvallis,4.5768,4.8457,5.1005,5.4665,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Eugene-Springfield,4.7177,4.8744,5.1813,5.5792,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Grants Pass,4.7957,5.0419,5.379,5.7137,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Medford-Ashland,4.7161,4.9354,5.3035,5.6018,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Pendleton,4.7101,5.019,5.2703,5.4703,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Portland-Vancouver (OR only),4.7982,5.0617,5.3164,5.5923,U.S Dollar,US Gallon,2026-08-19
Oregon,OR,Salem,4.6336,4.8675,5.1454,5.6048,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Allentown-Bethlehem-Easton,3.9504,4.4062,4.7681,5.6949,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Altoona,4.2877,4.7309,5.1112,5.6238,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Bloomsburg-Berwick,3.8681,4.2785,4.6364,5.7301,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Chambersburg-Waynesboro,3.959,4.3555,4.7022,5.7654,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,East Stroudsburg,4.0118,4.5384,4.8781,5.7375,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Erie,4.3185,4.7356,5.1395,5.7254,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Gettysburg,4.071,4.5568,5.0078,5.7766,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Harrisburg,3.9613,4.4029,4.8117,5.7488,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Johnstown,4.3174,4.7469,5.1535,5.596,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Lancaster,4.0452,4.4917,4.8982,5.7511,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Lebanon,3.8692,4.324,4.699,5.8397,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Mercer County,4.2756,4.7413,5.1948,5.7293,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Philadelphia (PA only),4.0467,4.6038,4.9388,5.7397,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Pittsburgh,4.2956,4.7646,5.1953,5.6941,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Reading,4.0018,4.4231,4.8034,5.7558,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Scranton--Wilkes-Barre--Hazleton,3.9995,4.4223,4.8546,5.7925,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,State College,4.2714,4.6608,5.1075,5.7551,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,Williamsport,3.9161,4.3281,4.7557,5.7147,U.S Dollar,US Gallon,2026-08-19
Pennsylvania,PA,York,4.1164,4.5691,4.9505,5.8042,U.S Dollar,US Gallon,2026-08-19
Rhode Island,RI,Providence-Fall River-Warwick (RI only),3.9704,4.6998,5.0991,5.464,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Aiken-Edgfield County,3.6798,4.1816,4.5659,5.3625,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Charleston-North Charleston,3.7175,4.162,4.5591,5.4384,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Columbia,3.6394,4.12,4.5415,5.3268,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Florence,3.6391,4.0889,4.5312,5.3293,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Greenville,3.5893,4.026,4.4093,5.2601,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Hilton Head-Bluffton,3.754,4.2429,4.6933,5.4113,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Myrtle Beach,3.6053,4.0897,4.4932,5.3589,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Rock Hill,3.6122,4.0602,4.4689,5.2757,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Spartanburg,3.5741,4.0511,4.4337,5.2673,U.S Dollar,US Gallon,2026-08-19
South Carolina,SC,Sumter,3.7288,4.2033,4.5914,5.3773,U.S Dollar,US Gallon,2026-08-19
South Dakota,SD,North Sioux City,4.049,4.289,4.894,5.126,U.S Dollar,US Gallon,2026-08-19
South Dakota,SD,Rapid City,4.2995,4.518,5.0073,5.3193,U.S Dollar,US Gallon,2026-08-19
South Dakota,SD,Sioux Falls,3.9517,4.3045,4.7865,5.1511,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Chattanooga (TN only),3.5428,4.0062,4.325,5.155,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Clarksville-Hopkinsville (TN only),3.484,3.9146,4.3101,5.1876,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Cleveland,3.6021,4.0598,4.4787,5.2677,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Jackson,3.7583,4.3117,4.6942,5.3685,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Johnson City,3.6065,4.1154,4.5198,5.1941,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Kingsport-Bristol,3.5594,3.9934,4.418,5.146,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Knoxville,3.5964,4.0021,4.4638,5.1754,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Memphis (TN only),3.7231,4.3274,4.7576,5.2736,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Morristown,3.5061,3.8857,4.3729,5.1876,U.S Dollar,US Gallon,2026-08-19
Tennessee,TN,Nashville,3.6726,4.1625,4.5698,5.255,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Abilene,3.6438,4.0222,4.3871,5.194,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Amarillo,3.7137,4.0456,4.4131,4.952,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Austin-San Marcos,3.5684,4.0446,4.4144,5.0711,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Beaumont-Port Arthur,3.5426,4.0214,4.4176,5.0344,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Brownsville-Harlingen,3.7167,4.2939,4.7135,5.2663,U.S Dollar,US Gallon,2026-08-19
Texas,TX,College Station-Bryan,3.6107,4.1158,4.5273,5.1222,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Corpus Christi,3.7455,4.3474,4.7425,5.2713,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Dallas,3.7018,4.1542,4.4952,5.2182,U.S Dollar,US Gallon,2026-08-19
Texas,TX,El Paso,3.9479,4.4747,4.8008,5.4462,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Fort Worth-Arlington,3.6942,4.1465,4.4875,5.187,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Galveston-Texas City,3.603,4.1114,4.5142,5.0501,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Houston,3.5507,4.1471,4.562,5.0161,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Killeen-Temple-Fort Hood,3.5966,4.0265,4.3771,5.0301,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Laredo,3.7108,4.292,4.6953,5.2521,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Longview,3.5738,4.0725,4.4321,5.1448,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Lubbock,3.692,4.1358,4.4609,4.948,U.S Dollar,US Gallon,2026-08-19
Texas,TX,McAllen-Edinburg-Mission,3.7218,4.3246,4.7234,5.2565,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Midland,3.6459,4.2431,4.5061,5.2111,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Odessa,3.6417,4.1543,4.5183,5.2524,U.S Dollar,US Gallon,2026-08-19
Texas,TX,San Angelo,3.6437,4.1859,4.4162,5.1731,U.S Dollar,US Gallon,2026-08-19
Texas,TX,San Antonio,3.5949,4.0896,4.4493,5.0266,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Sherman-Denison,3.6668,4.0265,4.3931,5.1579,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Texarkana (TX only),3.6562,4.0907,4.4618,5.1429,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Tyler,3.5452,4.0182,4.3755,5.0412,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Victoria,3.6556,4.1114,4.499,5.154,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Waco,3.6475,4.0646,4.4397,5.0805,U.S Dollar,US Gallon,2026-08-19
Texas,TX,Wichita Falls,3.6542,4.055,4.4448,5.1071,U.S Dollar,US Gallon,2026-08-19
Utah,UT,Logan,4.3618,4.6844,4.8924,5.4248,U.S Dollar,US Gallon,2026-08-19
Utah,UT,Ogden,4.3551,4.663,4.9105,5.3847,U.S Dollar,US Gallon,2026-08-19
Utah,UT,Provo-Orem,4.3776,4.6615,4.9124,5.403,U.S Dollar,US Gallon,2026-08-19
Utah,UT,Salt Lake City,4.3613,4.6501,4.9025,5.4118,U.S Dollar,US Gallon,2026-08-19
Utah,UT,St. George,4.4101,4.6978,4.9575,5.4681,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Blacksburg-Christiansburg-Radford,3.809,4.2868,4.7002,5.455,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Bristol-Scott-Washington,3.7672,4.3135,4.668,5.3826,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Charlottesville,3.7894,4.2053,4.567,5.5588,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Fredericksburg,3.6729,4.0641,4.4621,5.5892,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Harrisonburg,3.6294,4.0287,4.4336,5.4922,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Lynchburg,3.8246,4.3413,4.7028,5.395,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Norfolk-Virginia Beach-Newport News,3.7458,4.2105,4.6163,5.5303,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Richmond-Petersburg,3.7086,4.2018,4.5925,5.5105,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Roanoke,3.791,4.2673,4.6825,5.4854,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Staunton-Waynesboro,3.7189,4.1423,4.5534,5.4984,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,"Washington, DC, (VA Only)",3.8715,4.3985,4.7555,5.5988,U.S Dollar,US Gallon,2026-08-19
Virginia,VA,Winchester,3.5323,3.9408,4.3236,5.5521,U.S Dollar,US Gallon,2026-08-19
Vermont,VT,Burlington,4.1652,4.6753,5.1973,5.5223,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Bellingham,5.0458,5.4647,5.6549,5.9827,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Bremerton,5.2815,5.5438,5.7492,6.2534,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Clarkson,4.9765,5.049,5.024,5.299,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Longview,5.0956,5.2984,5.5753,6.1143,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Mount Vernon-Anacortes,4.9686,5.2023,5.4949,6.0266,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Olympia,5.1382,5.3037,5.5977,6.2774,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Richland-Kennewick-Pasco,5.1387,5.4213,5.6544,6.2216,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Seattle-Bellevue-Everett,5.3788,5.6127,5.8784,6.3647,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Spokane,5.0893,5.3001,5.5814,6.1749,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Tacoma,5.216,5.4386,5.7079,6.3749,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Vancouver,5.0665,5.3616,5.6015,6.0264,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Walla Walla,5.1682,5.4557,5.619,6.4152,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Wenatchee,5.1886,5.4019,5.6794,6.3422,U.S Dollar,US Gallon,2026-08-19
Washington,WA,Yakima,5.0587,5.2826,5.6223,6.1518,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Appleton,3.9071,4.4947,5.1657,5.2797,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Eau Claire,4.0098,4.4819,5.1031,5.3621,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Fond du Lac,3.8307,4.4098,5.124,5.2399,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Green Bay,3.8878,4.5228,5.1673,5.2919,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Janesville-Beloit,3.9303,4.5212,5.0815,5.2959,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Kenosha County,3.8001,4.3974,4.9125,5.2706,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,La Crosse (WI only),4.0561,4.299,5.2642,5.375,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Madison,3.9276,4.5165,5.1196,5.2013,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Milwaukee-Waukesha,3.8095,4.3788,4.8879,5.2135,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Oshkosh,3.84,4.5003,5.092,5.2748,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Pierce -St. Croix County,4.0919,4.5559,5.1773,5.3054,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Racine,3.7821,4.294,4.8544,5.2469,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Sheboygan,3.7722,4.5168,5.0779,5.2947,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Superior,4.1679,4.699,5.3323,5.3928,U.S Dollar,US Gallon,2026-08-19
Wisconsin,WI,Wausau,3.9187,4.5829,5.1597,5.3633,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Beckley,3.888,4.3268,4.7587,5.3639,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Charleston,3.9103,4.3424,4.8046,5.3411,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Hampshire County,3.8075,4.149,4.649,5.399,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Huntington,3.8626,4.2786,4.7682,5.4016,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Jefferson County,3.704,4.1603,4.5651,5.3928,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Mineral County,3.769,4.004,4.4057,5.3073,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Morgantown,4.169,4.6307,5.0775,5.2962,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Parkersburg-Marietta (WV only),3.7416,4.2033,4.6811,5.116,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Steubenville-Weirton (WV only),3.8382,4.3028,4.8117,5.2263,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,"Washington, DC (WV Only)",3.6143,4.0282,4.4305,5.3342,U.S Dollar,US Gallon,2026-08-19
West Virginia,WV,Wheeling (WV only),3.8743,4.3519,4.7595,5.259,U.S Dollar,US Gallon,2026-08-19
Wyoming,WY,Casper,4.1855,4.4879,4.7757,5.3957,U.S Dollar,US Gallon,2026-08-19
Wyoming,WY,Cheyenne,4.1483,4.4758,4.7723,5.3521,U.S Dollar,US Gallon,2026-08-19
