State-Name,State-Abbreviation,Metro-Name,Regular-Current,Regular-Yesterday,Regular-Change,Mid-Grade-Current,Mid-Grade-Yesterday,Mid-Grade-Change,Premium-Current,Premium-Yesterday,Premium-Change,Diesel-Current,Diesel-Yesterday,Diesel-Change,-Current,-Yesterday,-Change,Currency,Unit,Date
Florida,FL,Tallahassee,4.0808,4.0961,-0.01529999999999987,4.5543,4.5263,0.02799999999999958,4.9057,4.8975,0.00820000000000043,6.1747,6.1804,-0.005700000000000038,,,,U.S Dollar,US Gallon,2026-09-19
Florida,FL,Tampa-St. Petersburg-Clearwater,4.3533,4.3695,-0.016200000000000436,4.817,4.8343,-0.01729999999999965,5.1576,5.1705,-0.012899999999999245,6.3243,6.3507,-0.026399999999999757,,,,U.S Dollar,US Gallon,2026-09-19
Florida,FL,The Villages,4.3198,4.3598,-0.040000000000000036,4.7815,4.8323,-0.050799999999999734,5.1749,5.1836,-0.008700000000000152,6.3085,6.3262,-0.017699999999999605,,,,U.S Dollar,US Gallon,2026-09-19
Florida,FL,West Palm Beach-Boca Raton,4.4608,4.4685,-0.007699999999999818,4.9393,4.9319,0.007400000000000517,5.2812,5.299,-0.01780000000000026,6.4301,6.4363,-0.006199999999999761,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Albany,4.0966,4.1431,-0.046499999999999986,4.5758,4.6134,-0.0376000000000003,4.9471,5.0084,-0.06130000000000013,6.2619,6.3113,-0.04940000000000033,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Athens,4.042,4.0256,0.01639999999999997,4.4485,4.4676,-0.019099999999999895,4.8955,4.8729,0.02260000000000062,6.3678,6.3699,-0.002100000000000435,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Atlanta,4.0738,4.0656,0.00820000000000043,4.5385,4.5299,0.008600000000000385,4.9851,4.9769,0.00820000000000043,6.3885,6.3796,0.008899999999999686,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Augusta-Aiken (GA only),4.154,4.1764,-0.022400000000000198,4.621,4.6949,-0.07389999999999919,5.0171,5.0769,-0.059800000000000075,6.2906,6.3097,-0.019099999999999895,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Brunswick,4.1263,4.1469,-0.02059999999999995,4.5951,4.6041,-0.008999999999999453,4.9288,4.9266,0.002200000000000202,6.3302,6.3583,-0.028100000000000236,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Catoosa-Dade-Walker,4.1064,4.1156,-0.009199999999999875,4.5237,4.5371,-0.013399999999999856,4.9506,4.9784,-0.027800000000000047,6.2384,6.2457,-0.007299999999999862,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Columbus (GA only),4.0922,4.093,-0.0007999999999999119,4.5524,4.5534,-0.001000000000000334,4.9837,4.9428,0.040899999999999714,6.2386,6.2305,0.008099999999999774,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Dalton,4.1136,4.1316,-0.017999999999999794,4.579,4.6096,-0.030600000000000627,4.9061,4.9739,-0.06780000000000008,6.3177,6.324,-0.006299999999999528,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Gainesville,4.0498,4.0352,0.014600000000000612,4.4821,4.4687,0.013399999999999856,4.9197,4.8945,0.02519999999999989,6.3713,6.3446,0.026699999999999946,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Hinesville-Fort Stewart,4.1401,4.1647,-0.02459999999999951,4.5722,4.5666,0.005599999999999383,4.8955,4.8984,-0.0028999999999994586,6.3894,6.3994,-0.009999999999999787,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Macon,4.1316,4.1297,0.0019000000000000128,4.5978,4.5928,0.004999999999999893,5.0215,5.018,0.0034999999999998366,6.422,6.4012,0.020799999999999486,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Rome,4.0604,4.0987,-0.038300000000000445,4.5343,4.5781,-0.04380000000000006,4.9819,5.0144,-0.03249999999999975,6.324,6.3146,0.009399999999999409,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Savannah,4.1779,4.203,-0.025100000000000122,4.6386,4.6663,-0.027699999999999392,5.0221,5.0717,-0.049599999999999866,6.2411,6.2585,-0.017399999999999416,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Valdosta,4.0133,4.0108,0.002500000000000391,4.4108,4.4149,-0.004100000000000215,4.7688,4.7702,-0.00140000000000029,6.3172,6.3433,-0.026100000000000456,,,,U.S Dollar,US Gallon,2026-09-19
Georgia,GA,Warner Robins,4.0374,4.0381,-0.000700000000000145,4.4761,4.4933,-0.017199999999999882,4.8878,4.8981,-0.010299999999999976,6.3407,6.3491,-0.008399999999999963,,,,U.S Dollar,US Gallon,2026-09-19
Hawaii,HI,Hilo,5.6447,5.5919,0.0528000000000004,5.8804,5.8576,0.022800000000000153,6.1544,6.0936,0.06079999999999952,7.2323,7.2298,0.002500000000000391,,,,U.S Dollar,US Gallon,2026-09-19
Hawaii,HI,Honolulu,5.4545,5.4311,0.02340000000000053,5.7162,5.691,0.02519999999999989,6.0027,5.9859,0.016799999999999926,6.9729,6.9557,0.017199999999999882,,,,U.S Dollar,US Gallon,2026-09-19
Hawaii,HI,Kahului,5.5525,5.5369,0.015600000000000058,5.924,5.7413,0.18270000000000053,6.0372,6.0084,0.02880000000000038,7.3343,7.3182,0.01609999999999978,,,,U.S Dollar,US Gallon,2026-09-19
Hawaii,HI,Lihue (Kauai),5.7523,5.724,0.02829999999999977,5.949,5.9865,-0.03750000000000053,6.319,6.324,-0.004999999999999893,7.334,7.359,-0.025000000000000355,,,,U.S Dollar,US Gallon,2026-09-19
Hawaii,HI,Wailuku,5.5525,5.5369,0.015600000000000058,5.924,5.7413,0.18270000000000053,6.0372,6.0084,0.02880000000000038,7.3343,7.3182,0.01609999999999978,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Ames,4.3951,4.4404,-0.04530000000000012,4.8657,5.149,-0.28329999999999966,5.1515,5.145,0.0065000000000008384,6.1968,6.196,0.0007999999999999119,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Cedar Rapids,4.4064,4.4154,-0.009000000000000341,4.7049,4.5745,0.13040000000000074,5.2737,5.2458,0.027899999999999814,6.1846,6.1902,-0.005600000000000271,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Council Bluffs,4.4193,4.4125,0.006800000000000139,4.7569,4.6651,0.0918000000000001,5.3458,5.3103,0.035499999999999865,6.2681,6.2621,0.005999999999999339,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Davenport-Moline-Rock Island (IA only),4.3763,4.3717,0.0045999999999999375,4.7569,4.7643,-0.007400000000000517,5.327,5.3326,-0.005600000000000271,6.2767,6.2428,0.03390000000000004,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Des Moines,4.3686,4.4003,-0.03169999999999984,4.8867,4.8661,0.02059999999999995,5.1627,5.1704,-0.007699999999999818,6.1883,6.1853,0.0030000000000001137,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Dubuque,4.4225,4.4538,-0.031299999999999883,4.7015,4.6628,0.0387000000000004,5.4252,5.3885,0.03670000000000062,6.1997,6.1949,0.0048000000000003595,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Iowa City,4.4071,4.4116,-0.0045000000000001705,4.6717,4.6645,0.007200000000000095,5.3764,5.3504,0.02600000000000069,6.1918,6.1803,0.011499999999999844,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Sioux City (IA only),4.4385,4.3941,0.04440000000000044,4.7359,4.5683,0.1676000000000002,5.2536,5.31,-0.056400000000000006,6.2332,6.2299,0.0033000000000003027,,,,U.S Dollar,US Gallon,2026-09-19
Iowa,IA,Waterloo-Cedar Falls,4.4085,4.4307,-0.022199999999999775,4.574,4.6017,-0.02770000000000028,5.3016,5.2819,0.019699999999999385,6.2677,6.226,0.041699999999999626,,,,U.S Dollar,US Gallon,2026-09-19
Idaho,ID,Boise City,4.8521,4.8567,-0.0045999999999999375,5.0704,5.0695,0.000900000000000567,5.3258,5.3162,0.009599999999999831,6.3737,6.3122,0.061500000000000554,,,,U.S Dollar,US Gallon,2026-09-19
Idaho,ID,Coeur D'Alene,4.6559,4.6714,-0.015500000000000291,4.934,4.9557,-0.021700000000000053,5.3131,5.3025,0.010600000000000165,6.6997,6.672,0.02770000000000028,,,,U.S Dollar,US Gallon,2026-09-19
Idaho,ID,Franklin,4.8003,4.8007,-0.00039999999999995595,5.1007,5.0523,0.0484,5.291,5.274,0.017000000000000348,6.319,6.3119,0.007100000000000328,,,,U.S Dollar,US Gallon,2026-09-19
Idaho,ID,Idaho Falls,4.8481,4.8637,-0.015600000000000058,5.1538,5.1715,-0.017699999999999605,5.41,5.4129,-0.0028999999999994586,6.3607,6.2721,0.08859999999999957,,,,U.S Dollar,US Gallon,2026-09-19
Idaho,ID,Lewiston,4.6381,4.6551,-0.017000000000000348,4.9431,4.9105,0.032600000000000406,5.2825,5.2215,0.06099999999999994,6.629,6.6014,0.027599999999999625,,,,U.S Dollar,US Gallon,2026-09-19
Idaho,ID,Pocatello,4.8654,4.8714,-0.006000000000000227,5.2713,5.3093,-0.038000000000000256,5.4721,5.4365,0.03560000000000052,6.4141,6.373,0.041100000000000136,,,,U.S Dollar,US Gallon,2026-09-19
Idaho,ID,Twin Falls,4.9451,4.9475,-0.0023999999999997357,5.2409,5.2297,0.011199999999999655,5.5463,5.5303,0.015999999999999126,6.3063,6.2893,0.017000000000000348,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Alexander County,4.849,4.699,0.15000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Bloomington-Normal,4.7766,4.7382,0.03840000000000021,5.2853,5.2283,0.057000000000000384,5.8221,5.7894,0.03270000000000017,6.6905,6.4961,0.1943999999999999,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Carbondale-Marion,4.791,4.7745,0.016500000000000625,5.3268,5.2993,0.027500000000000746,5.7907,5.7541,0.036599999999999966,6.7017,6.5756,0.1261000000000001,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Champaign-Urbana,4.7827,4.7837,-0.0009999999999994458,5.3719,5.345,0.026900000000000368,5.8804,5.8671,0.01330000000000009,6.6872,6.5247,0.16249999999999964,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Chicago Metro,5.0376,4.9623,0.07530000000000037,5.5752,5.5194,0.05579999999999963,6.1654,6.1024,0.06299999999999972,6.6468,6.5013,0.14550000000000018,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,City of Chicago,5.2964,5.1416,0.15479999999999983,5.8018,5.7033,0.09850000000000048,6.3917,6.2809,0.11080000000000023,6.7574,6.5833,0.17409999999999926,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Danville,4.7954,4.7998,-0.004400000000000404,5.379,5.3828,-0.0038000000000000256,5.7877,5.7859,0.0018000000000002458,6.774,6.555,0.2190000000000003,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Davenport-Moline-Rock Island (IL only),4.7509,4.7018,0.049099999999999255,5.2332,5.2759,-0.04269999999999996,5.775,5.7185,0.05650000000000066,6.616,6.3818,0.23419999999999952,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Decatur,4.794,4.7573,0.03669999999999973,5.3234,5.2502,0.07319999999999993,5.819,5.7367,0.08230000000000004,6.596,6.4553,0.14069999999999983,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,East Saint Louis,4.757,4.7308,0.026199999999999335,5.2222,5.1814,0.04079999999999995,5.604,5.5996,0.004400000000000404,6.6592,6.4837,0.17550000000000043,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Elgin,4.926,4.8921,0.03390000000000004,5.4912,5.4513,0.03990000000000027,6.0513,6.0183,0.03300000000000036,6.6405,6.4836,0.15690000000000026,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Kankakee-Bradley,4.8484,4.8361,0.012299999999999756,5.3829,5.3856,-0.0026999999999999247,5.976,5.9866,-0.010600000000000165,6.7681,6.6328,0.13529999999999998,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Lake County,4.9049,4.8631,0.04179999999999939,5.4773,5.4282,0.049099999999999255,6.0571,5.9984,0.058699999999999974,6.5146,6.3949,0.11969999999999992,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Peoria-Pekin,4.8527,4.8305,0.022199999999999775,5.3601,5.3228,0.03730000000000011,5.8778,5.8439,0.03390000000000004,6.7465,6.4949,0.2515999999999998,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Quincy,4.8515,4.7913,0.06020000000000003,5.344,5.1623,0.1817000000000002,5.974,5.8157,0.15830000000000055,6.599,6.299,0.2999999999999998,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Rockford,4.8164,4.7699,0.046499999999999986,5.3464,5.3198,0.02660000000000018,5.8715,5.8517,0.01980000000000004,6.6413,6.5181,0.12320000000000064,,,,U.S Dollar,US Gallon,2026-09-19
Illinois,IL,Springfield,4.7774,4.7528,0.0246000000000004,5.3059,5.2676,0.038300000000000445,5.9104,5.8537,0.056700000000000195,6.6606,6.4908,0.1697999999999995,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Bloomington,4.0165,3.9924,0.024099999999999788,4.5804,4.5649,0.015500000000000291,5.1457,5.1212,0.024499999999999744,6.7835,6.5568,0.22670000000000012,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Clarksville,3.9446,3.8886,0.05600000000000005,4.4212,4.3723,0.04889999999999972,4.9361,4.8796,0.05649999999999977,6.655,6.5077,0.14730000000000043,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Columbus,4.0806,3.9628,0.11779999999999946,4.5215,4.4968,0.024699999999999278,5.113,5.0759,0.03710000000000058,6.6919,6.4318,0.26010000000000044,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Dearborn-Franklin-Ohio-Union,4.1035,4.0215,0.08200000000000074,4.6052,4.5253,0.0799000000000003,5.1147,5.075,0.039699999999999847,6.6425,6.4782,0.1642999999999999,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Elkhart,4.0712,4.0206,0.0506000000000002,4.5194,4.4759,0.04349999999999987,5.0979,5.0472,0.05069999999999997,6.7072,6.5151,0.19209999999999994,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Evansville,3.8032,3.7681,0.03509999999999991,4.2674,4.2365,0.030899999999999928,4.7936,4.7807,0.012899999999999245,6.5286,6.3949,0.13370000000000015,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Fort Wayne,4.1038,4.0539,0.049900000000000055,4.6132,4.5263,0.08689999999999998,5.183,5.0952,0.08779999999999966,6.7504,6.5797,0.17070000000000007,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Gary,4.1648,4.1503,0.014499999999999957,4.6706,4.6543,0.016300000000000203,5.1755,5.1721,0.0034000000000000696,6.7638,6.6206,0.14320000000000022,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Indianapolis,3.9861,3.9698,0.01629999999999976,4.5811,4.5505,0.03059999999999974,5.1179,5.0871,0.030799999999999272,6.6823,6.4843,0.1979999999999995,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Kokomo,4.0633,3.9704,0.09289999999999976,4.5771,4.5014,0.07569999999999943,5.1114,5.019,0.0923999999999996,6.7308,6.4712,0.2596000000000007,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Lafayette,4.1768,4.1718,0.004999999999999893,4.7236,4.715,0.008600000000000385,5.2857,5.2499,0.035800000000000054,6.8202,6.626,0.19419999999999948,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Michigan City-La Porte,4.1625,4.19,-0.027500000000000746,4.7177,4.7176,9.999999999976694e-05,5.2406,5.2361,0.004499999999999282,6.7741,6.5769,0.1971999999999996,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Muncie,4.0082,3.9838,0.02440000000000042,4.5435,4.508,0.035499999999999865,5.0912,5.0496,0.04159999999999986,6.7132,6.469,0.2441999999999993,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,South Bend,4.1081,4.0636,0.044500000000000206,4.6129,4.5454,0.0674999999999999,5.1784,5.1383,0.0400999999999998,6.7324,6.5705,0.16190000000000015,,,,U.S Dollar,US Gallon,2026-09-19
Indiana,IN,Terre Haute,3.9779,3.9288,0.049100000000000144,4.537,4.4619,0.07509999999999994,5.061,5.013,0.04800000000000004,6.6737,6.4675,0.20619999999999994,,,,U.S Dollar,US Gallon,2026-09-19
Kansas,KS,Kansas City (KS only),4.255,4.206,0.04899999999999949,4.534,4.4988,0.035199999999999676,4.9499,4.9161,0.033800000000000274,6.1482,6.0964,0.05180000000000007,,,,U.S Dollar,US Gallon,2026-09-19
Kansas,KS,Lawrence,4.1893,4.1784,0.010900000000000354,4.4646,4.4575,0.007100000000000328,5.0534,5.0101,0.04329999999999945,6.2837,6.1719,0.11179999999999968,,,,U.S Dollar,US Gallon,2026-09-19
Kansas,KS,Manhattan,4.1823,4.1823,0.0,4.5626,4.539,0.023600000000000065,5.0615,5.029,0.03249999999999975,6.1876,6.2185,-0.030899999999999928,,,,U.S Dollar,US Gallon,2026-09-19
Kansas,KS,Topeka,4.1193,4.0929,0.026399999999999757,4.4833,4.4246,0.058699999999999974,4.8959,4.8561,0.0398000000000005,6.2564,6.198,0.058399999999999785,,,,U.S Dollar,US Gallon,2026-09-19
Kansas,KS,Wichita,4.1464,4.0841,0.06229999999999958,4.3479,4.289,0.058900000000000396,4.6073,4.5455,0.06180000000000074,6.1585,6.0783,0.0802000000000005,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Bowling Green,4.1833,4.1739,0.009400000000000297,4.6905,4.6461,0.04440000000000044,5.1108,5.0952,0.015600000000000058,6.2216,6.1883,0.03329999999999966,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Covington,4.5269,4.5088,0.01810000000000045,5.0865,5.0429,0.04359999999999964,5.5622,5.5342,0.02799999999999958,6.4566,6.2631,0.19350000000000023,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Elizabethtown-Fort Knox,4.1481,4.1362,0.011900000000000688,4.6672,4.661,0.0062000000000006494,5.1272,5.1217,0.0055000000000005045,6.2048,6.1219,0.08289999999999953,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Henderson,3.8609,3.8586,0.0022999999999999687,4.3197,4.3121,0.007600000000000051,4.6863,4.7582,-0.0719000000000003,5.9818,5.9664,0.015399999999999636,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Hopkinsville,4.0272,4.0092,0.017999999999999794,4.4755,4.4882,-0.012699999999999712,4.8851,4.8811,0.004000000000000448,6.2745,6.2229,0.051599999999999646,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Huntington-Ashland (KY only),4.2882,4.2766,0.01159999999999961,4.812,4.7755,0.0365000000000002,5.2298,5.1935,0.03629999999999978,6.3049,6.239,0.06590000000000007,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Lexington,4.2575,4.2497,0.007800000000000473,4.8158,4.7849,0.030899999999999928,5.2348,5.2057,0.02909999999999968,6.4641,6.3014,0.16270000000000007,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Louisville (KY only),4.1819,4.1727,0.009199999999999875,4.8125,4.7948,0.017699999999999605,5.2204,5.2115,0.008899999999999686,6.3624,6.2332,0.12919999999999998,,,,U.S Dollar,US Gallon,2026-09-19
Kentucky,KY,Owensboro,3.9431,3.8867,0.056400000000000006,4.4422,4.428,0.014199999999999768,5.0026,4.9805,0.02210000000000001,6.1638,6.0867,0.07709999999999972,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Alexandria,4.0313,4.0087,0.02259999999999973,4.559,4.4973,0.06170000000000009,4.9453,4.94,0.005299999999999194,6.0695,6.0527,0.016799999999999926,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Baton Rouge,4.0155,4.0084,0.007100000000000328,4.4923,4.4903,0.0019999999999997797,4.8909,4.885,0.00590000000000046,6.0386,6.0298,0.008799999999999919,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Hammond,4.0501,4.0274,0.0226999999999995,4.4856,4.484,0.0015999999999998238,4.9004,4.919,-0.018599999999999284,6.0602,6.0947,-0.03449999999999953,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Houma-Thibodaux,4.0057,3.9818,0.023900000000000254,4.3984,4.3797,0.01869999999999994,4.8004,4.7822,0.018200000000000216,5.93,5.913,0.01699999999999946,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Lafayette,4.0054,4.0149,-0.009500000000000064,4.4542,4.44,0.014199999999999768,4.8886,4.8806,0.008000000000000007,6.0335,6.0352,-0.0016999999999995907,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Lake Charles,3.9737,3.9616,0.012100000000000222,4.4667,4.4599,0.006800000000000139,4.847,4.8572,-0.01019999999999932,5.9674,5.9436,0.0237999999999996,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Monroe,3.992,3.9736,0.018400000000000194,4.4098,4.3761,0.03369999999999962,4.8225,4.7911,0.03139999999999965,6.0302,6.032,-0.0018000000000002458,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,New Orleans,3.993,3.9797,0.01330000000000009,4.5363,4.5385,-0.002200000000000202,4.8897,4.8855,0.0041999999999999815,6.0139,6.0041,0.009799999999999365,,,,U.S Dollar,US Gallon,2026-09-19
Louisiana,LA,Shreveport-Bossier City,4.0138,4.0079,0.005899999999999572,4.4661,4.4434,0.022700000000000387,4.8451,4.8313,0.0138000000000007,6.0957,6.0813,0.01440000000000019,,,,U.S Dollar,US Gallon,2026-09-19
Massachusetts,MA,Barnstable-Yarmouth,4.4082,4.4063,0.0019000000000000128,5.0337,5.0176,0.01609999999999978,5.4134,5.4265,-0.013099999999999667,6.324,6.2666,0.05739999999999945,,,,U.S Dollar,US Gallon,2026-09-19
Massachusetts,MA,Boston (MA only),4.4226,4.4236,-0.001000000000000334,5.0518,5.0515,0.000300000000000189,5.4782,5.4587,0.01949999999999985,6.3522,6.3339,0.018299999999999983,,,,U.S Dollar,US Gallon,2026-09-19
Massachusetts,MA,Cambridge-Newton-Framingham,4.4455,4.4419,0.0035999999999996035,5.0453,5.0371,0.00820000000000043,5.4768,5.4723,0.0045000000000001705,6.3914,6.3618,0.029600000000000293,,,,U.S Dollar,US Gallon,2026-09-19
Massachusetts,MA,Pittsfield,4.4034,4.3972,0.0062000000000006494,5.0302,4.9873,0.042899999999999494,5.449,5.3642,0.08479999999999954,6.3199,6.278,0.04190000000000005,,,,U.S Dollar,US Gallon,2026-09-19
Massachusetts,MA,Seekonk,4.2884,4.3008,-0.012399999999999523,4.9016,4.9002,0.00140000000000029,5.2967,5.3359,-0.039199999999999235,6.2962,6.2657,0.03049999999999997,,,,U.S Dollar,US Gallon,2026-09-19
Massachusetts,MA,Springfield,4.3062,4.3007,0.005499999999999616,4.8641,4.8509,0.013199999999999434,5.2798,5.2921,-0.012299999999999756,6.3071,6.2572,0.049900000000000055,,,,U.S Dollar,US Gallon,2026-09-19
Massachusetts,MA,Worcester,4.3918,4.3931,-0.0012999999999996348,5.018,4.9972,0.020799999999999486,5.4203,5.416,0.0042999999999997485,6.3511,6.3162,0.03489999999999949,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Annapolis,4.2004,4.1969,0.0034999999999998366,4.885,4.8743,0.010699999999999932,5.192,5.1956,-0.0035999999999996035,6.4724,6.4585,0.013900000000000468,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Baltimore,4.1962,4.1945,0.001700000000000479,4.7935,4.7853,0.008199999999999541,5.1367,5.1367,0.0,6.4809,6.4598,0.021099999999999675,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Bowie-St. Charles,4.2181,4.2179,0.00019999999999953388,4.9666,4.959,0.007600000000000051,5.288,5.2712,0.016799999999999926,6.4788,6.4619,0.016899999999999693,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Cumberland (MD Only),4.529,4.5347,-0.005700000000000038,4.974,4.9321,0.04190000000000005,5.419,5.4061,0.012899999999999245,6.4729,6.4622,0.010699999999999932,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Frederick,4.2018,4.1991,0.002700000000000813,4.673,4.6665,0.00649999999999995,5.0145,5.0356,-0.021099999999999675,6.4722,6.4224,0.04980000000000029,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Hagerstown,4.1772,4.1758,0.00140000000000029,4.6111,4.6085,0.0026000000000001577,5.0055,5.018,-0.012500000000000178,6.4953,6.4929,0.002400000000000624,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Salisbury,4.2155,4.2119,0.0035999999999996035,4.7203,4.671,0.04929999999999968,5.0759,5.0607,0.015200000000000102,6.4886,6.4625,0.026099999999999568,,,,U.S Dollar,US Gallon,2026-09-19
Maryland,MD,Washington (MD only),4.2662,4.2651,0.001100000000000101,4.9048,4.9307,-0.025900000000000034,5.2516,5.2522,-0.000600000000000378,6.4679,6.4204,0.04750000000000032,,,,U.S Dollar,US Gallon,2026-09-19
Maine,ME,Bangor,4.4289,4.4277,0.0011999999999998678,4.9428,4.9744,-0.03160000000000007,5.4066,5.4241,-0.01750000000000007,6.509,6.4718,0.037200000000000344,,,,U.S Dollar,US Gallon,2026-09-19
Maine,ME,Lewiston-Auburn,4.4526,4.4409,0.011700000000000266,5.0276,5.0322,-0.0045999999999999375,5.452,5.4354,0.016600000000000392,6.5594,6.516,0.043400000000000105,,,,U.S Dollar,US Gallon,2026-09-19
Maine,ME,Portland,4.414,4.4208,-0.006800000000000139,4.9604,4.9591,0.0012999999999996348,5.3956,5.4007,-0.00509999999999966,6.4631,6.4405,0.02259999999999973,,,,U.S Dollar,US Gallon,2026-09-19
Michigan,MI,Ann Arbor,4.9726,4.9343,0.03829999999999956,5.5472,5.4785,0.06869999999999976,6.1284,6.0874,0.04100000000000037,6.806,6.7359,0.07010000000000005,,,,U.S Dollar,US Gallon,2026-09-19
Michigan,MI,Benton Harbor,4.9229,4.9073,0.015600000000000058,5.4783,5.3267,0.15160000000000018,6.0562,5.9766,0.07959999999999923,6.7066,6.6251,0.08150000000000013,,,,U.S Dollar,US Gallon,2026-09-19
Michigan,MI,Flint,4.9146,4.9205,-0.005899999999999572,5.5086,5.4317,0.07690000000000019,6.1064,6.0135,0.0929000000000002,6.7189,6.6436,0.07529999999999948,,,,U.S Dollar,US Gallon,2026-09-19
Michigan,MI,Grand Rapids-Muskegon-Holland,4.9464,4.9596,-0.013200000000000323,5.5219,5.4707,0.05119999999999969,6.1096,6.0443,0.06530000000000058,6.7739,6.7465,0.02740000000000009,,,,U.S Dollar,US Gallon,2026-09-19
Michigan,MI,Jackson,4.9581,4.9467,0.011400000000000077,5.4764,5.4541,0.022299999999999542,6.0295,5.9672,0.06229999999999958,6.7585,6.6359,0.12259999999999938,,,,U.S Dollar,US Gallon,2026-09-19
Michigan,MI,Lansing-East Lansing,4.9604,4.9616,-0.0011999999999998678,5.5416,5.5002,0.04139999999999944,6.1362,6.0899,0.046299999999999564,6.7936,6.7131,0.0804999999999998,,,,U.S Dollar,US Gallon,2026-09-19
