State-Name,State-Abbreviation,Metro-Name,Regular-Current,Regular-Yesterday,Regular-Change,Mid-Grade-Current,Mid-Grade-Yesterday,Mid-Grade-Change,Premium-Current,Premium-Yesterday,Premium-Change,Diesel-Current,Diesel-Yesterday,Diesel-Change,Currency,Unit,Date
Alaska,AK,Anchorage,4.9284,4.8907,0.03770000000000007,5.2215,5.1424,0.0790999999999995,5.4575,5.4118,0.045699999999999186,5.9117,5.7901,0.12159999999999993,U.S Dollar,US Gallon,2026-09-03
Alaska,AK,Fairbanks,4.8424,4.851,-0.008600000000000385,5.1823,5.1408,0.04150000000000009,5.3876,5.3585,0.02909999999999968,5.9659,5.7764,0.18950000000000067,U.S Dollar,US Gallon,2026-09-03
Alaska,AK,Juneau,4.6875,4.6836,0.0038999999999997925,4.7715,4.7715,0.0,4.879,4.8807,-0.001700000000000479,5.809,5.7407,0.0682999999999998,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Anniston-Oxford,3.7761,3.7272,0.048900000000000166,4.1948,4.1794,0.015399999999999636,4.6251,4.6063,0.018799999999999706,5.469,5.4017,0.06730000000000036,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Auburn,3.7913,3.7663,0.02499999999999991,4.2317,4.2248,0.006899999999999906,4.7106,4.6875,0.023100000000000342,5.4968,5.4109,0.08590000000000053,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Birmingham,3.7779,3.7455,0.032399999999999984,4.275,4.2414,0.03360000000000074,4.6973,4.6576,0.039699999999999847,5.5067,5.4377,0.06899999999999995,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Daphne-Fairhope-Foley,3.8347,3.76,0.07470000000000043,4.2676,4.2495,0.01809999999999956,4.7295,4.6608,0.06869999999999976,5.5558,5.4657,0.09009999999999962,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Decatur,3.7653,3.7241,0.0411999999999999,4.1941,4.1667,0.02740000000000009,4.6107,4.5658,0.044899999999999274,5.4498,5.3484,0.10139999999999993,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Dothan,3.8562,3.8307,0.025499999999999634,4.2998,4.2721,0.02770000000000028,4.7409,4.7322,0.008700000000000152,5.5715,5.5225,0.04900000000000038,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Florence-Muscle Shoals,3.7837,3.7473,0.03639999999999999,4.2527,4.2353,0.017400000000000304,4.596,4.6059,-0.00990000000000002,5.4965,5.3397,0.1568000000000005,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Gadsden,3.7716,3.7529,0.01869999999999994,4.219,4.2299,-0.010899999999999466,4.6233,4.6173,0.006000000000000227,5.4401,5.3498,0.09030000000000005,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Huntsville,3.7712,3.7461,0.025099999999999678,4.2377,4.2472,-0.009500000000000064,4.6227,4.5948,0.027899999999999814,5.4623,5.3998,0.0625,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Mobile,3.8114,3.7738,0.037599999999999856,4.3033,4.2606,0.04269999999999996,4.6745,4.6657,0.008799999999999919,5.5909,5.5126,0.07830000000000048,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Montgomery,3.8522,3.8141,0.03810000000000002,4.3408,4.3154,0.025399999999999423,4.7622,4.7336,0.02859999999999996,5.4794,5.4365,0.04290000000000038,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Russell County,3.7996,3.7717,0.027899999999999814,4.2585,4.2734,-0.014899999999999913,4.737,4.7574,-0.02039999999999953,5.4342,5.3828,0.05140000000000011,U.S Dollar,US Gallon,2026-09-03
Alabama,AL,Tuscaloosa,3.7777,3.731,0.046699999999999964,4.2125,4.1598,0.052700000000000635,4.619,4.5687,0.05030000000000001,5.4742,5.4306,0.04359999999999964,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,Fayetteville-Springdale-Rogers,3.8752,3.8404,0.034800000000000164,4.3149,4.3114,0.0034999999999998366,4.5868,4.5628,0.02400000000000002,5.3564,5.2824,0.07399999999999984,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,Fort Smith (AR only),3.7838,3.7856,-0.0018000000000002458,4.2957,4.2692,0.026500000000000412,4.6188,4.5961,0.022700000000000387,5.3362,5.2849,0.05129999999999946,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,Hot Springs,3.6656,3.6471,0.01849999999999996,4.2037,4.1705,0.033200000000000784,4.6386,4.5558,0.08280000000000065,5.3802,5.202,0.17820000000000036,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,Jonesboro,3.7887,3.7792,0.009500000000000064,4.244,4.2345,0.009500000000000064,4.5431,4.5596,-0.016499999999999737,5.4228,5.331,0.09179999999999922,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,Little Rock-North Little Rock,3.7137,3.6975,0.016199999999999992,4.2179,4.2079,0.009999999999999787,4.5843,4.5589,0.025399999999999423,5.4228,5.3031,0.11969999999999992,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,Pine Bluff,3.713,3.7104,0.0026000000000001577,4.2033,4.1859,0.017399999999999416,4.6584,4.6677,-0.009299999999999642,5.4548,5.3801,0.07469999999999999,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,Texarkana (AR only),3.7751,3.7245,0.0506000000000002,4.3453,4.299,0.046299999999999564,4.6459,4.5878,0.058100000000000485,5.5449,5.3328,0.2121000000000004,U.S Dollar,US Gallon,2026-09-03
Arkansas,AR,West Memphis,3.7948,3.7699,0.024900000000000144,4.2534,4.2514,0.0019999999999997797,4.7207,4.6968,0.023900000000000254,5.5107,5.4716,0.03910000000000036,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,East Valley,4.6606,4.6646,-0.004000000000000448,5.0658,5.0649,0.000900000000000567,5.3705,5.3667,0.0038000000000000256,5.9666,5.9282,0.038399999999999324,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Flagstaff,4.5307,4.513,0.017700000000000493,4.8061,4.7759,0.030199999999999783,5.1439,5.0927,0.05120000000000058,5.9598,5.8721,0.08770000000000078,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Glendale,4.6569,4.6606,-0.0036999999999993705,5.0737,5.0924,-0.01869999999999994,5.3896,5.4086,-0.019000000000000128,5.9553,5.9232,0.032100000000000684,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Lake Havasu-Kingman,4.4582,4.4351,0.023099999999999454,4.6638,4.6746,-0.010799999999999699,5.051,5.0424,0.008600000000000385,6.0064,5.9003,0.10610000000000053,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Peoria,4.6672,4.6839,-0.01670000000000016,5.029,5.0677,-0.0387000000000004,5.4239,5.4369,-0.0129999999999999,5.9733,5.9453,0.02800000000000047,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Phoenix Proper,4.6328,4.6436,-0.010800000000000587,5.0497,5.0452,0.004499999999999282,5.3473,5.3684,-0.021100000000000563,5.9645,5.9228,0.041700000000000514,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Phoenix-Mesa,4.6302,4.6369,-0.006699999999999484,5.0432,5.0465,-0.0033000000000003027,5.3602,5.3661,-0.00590000000000046,5.9663,5.9232,0.043100000000000804,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Pima County,4.3223,4.3296,-0.007299999999999862,4.7043,4.7147,-0.010399999999999743,5.0118,5.0175,-0.005700000000000038,5.7428,5.7139,0.028900000000000148,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Prescott,4.4789,4.4706,0.008300000000000196,4.7373,4.7269,0.010400000000000631,5.0638,5.0679,-0.004100000000000215,5.9312,5.8758,0.05539999999999967,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Scottsdale,4.7241,4.7092,0.014899999999999913,5.1001,5.0936,0.00649999999999995,5.4414,5.4166,0.024799999999999933,5.9769,5.9276,0.04929999999999968,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Sierra Vista-Douglas,4.2975,4.3052,-0.007699999999999818,4.6063,4.6105,-0.0041999999999999815,4.9164,4.9045,0.011900000000000688,5.8066,5.685,0.12160000000000082,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Tucson,4.3144,4.3227,-0.008300000000000196,4.6974,4.7074,-0.009999999999999787,5.0058,5.011,-0.0052000000000003155,5.7443,5.7078,0.0365000000000002,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,West Valley,4.6441,4.6537,-0.009599999999999831,5.0497,5.0736,-0.023900000000000254,5.3737,5.3898,-0.01609999999999978,5.9542,5.9291,0.025100000000000122,U.S Dollar,US Gallon,2026-09-03
Arizona,AZ,Yuma,4.4884,4.4883,0.00010000000000065512,4.7645,4.7537,0.010799999999999699,5.0695,5.087,-0.01750000000000007,6.0059,5.9842,0.021699999999999164,U.S Dollar,US Gallon,2026-09-03
California,CA,Bakersfield,5.7529,5.7258,0.02710000000000079,5.9805,5.9573,0.02320000000000011,6.1979,6.1726,0.025299999999999656,7.467,7.3454,0.12159999999999993,U.S Dollar,US Gallon,2026-09-03
California,CA,Chico-Paradise,5.5499,5.5213,0.02859999999999996,5.774,5.6864,0.08760000000000012,5.9594,5.8701,0.08929999999999971,7.2541,7.0167,0.23740000000000006,U.S Dollar,US Gallon,2026-09-03
California,CA,El Centro,5.54,5.5034,0.036599999999999966,5.7394,5.7173,0.02210000000000001,5.9462,5.9317,0.014499999999999957,7.3707,7.3088,0.06190000000000051,U.S Dollar,US Gallon,2026-09-03
California,CA,Fresno,5.7354,5.6905,0.04490000000000016,5.9512,5.9205,0.030700000000000394,6.1538,6.1178,0.036000000000000476,7.5621,7.4262,0.13590000000000035,U.S Dollar,US Gallon,2026-09-03
California,CA,Hanford-Corcoran,5.6652,5.6173,0.04789999999999939,5.9208,5.8922,0.02859999999999996,6.0955,6.0546,0.0409000000000006,7.4116,7.354,0.057599999999999874,U.S Dollar,US Gallon,2026-09-03
California,CA,Los Angeles-Long Beach,5.8312,5.7841,0.047100000000000364,6.0464,6.0118,0.034600000000000186,6.2229,6.1884,0.03450000000000042,7.6573,7.5312,0.1261000000000001,U.S Dollar,US Gallon,2026-09-03
California,CA,Madera-Chowchilla,5.7674,5.7391,0.028300000000000658,6.0166,5.979,0.0376000000000003,6.3205,6.3001,0.020400000000000418,7.4711,7.2921,0.17900000000000027,U.S Dollar,US Gallon,2026-09-03
California,CA,Merced,5.6679,5.637,0.030900000000000816,6.0064,5.9639,0.042500000000000426,6.208,6.1689,0.03910000000000036,7.4595,7.3659,0.09360000000000035,U.S Dollar,US Gallon,2026-09-03
California,CA,Modesto,5.5712,5.5206,0.0506000000000002,5.8698,5.8195,0.05030000000000001,6.0943,6.0166,0.07769999999999921,7.4388,7.2911,0.1476999999999995,U.S Dollar,US Gallon,2026-09-03
California,CA,Napa,5.9118,5.8685,0.04330000000000034,6.1248,6.0605,0.06429999999999936,6.261,6.2287,0.03230000000000022,7.7666,7.5566,0.20999999999999996,U.S Dollar,US Gallon,2026-09-03
California,CA,Oakland,5.7973,5.7454,0.051899999999999835,6.0443,5.9851,0.0591999999999997,6.238,6.1999,0.03810000000000002,7.7226,7.5707,0.15189999999999948,U.S Dollar,US Gallon,2026-09-03
California,CA,Orange County,5.8162,5.7719,0.04430000000000067,6.0369,5.9945,0.04239999999999977,6.199,6.1613,0.03770000000000007,7.6334,7.5021,0.13129999999999953,U.S Dollar,US Gallon,2026-09-03
California,CA,Redding,5.5688,5.5503,0.018500000000000405,5.7368,5.6618,0.07499999999999929,5.8957,5.8896,0.006099999999999994,7.2484,7.1497,0.09870000000000001,U.S Dollar,US Gallon,2026-09-03
California,CA,Riverside,5.7189,5.6817,0.037199999999999456,5.9624,5.9345,0.027899999999999814,6.1272,6.0978,0.02939999999999987,7.6219,7.5136,0.10829999999999984,U.S Dollar,US Gallon,2026-09-03
California,CA,Sacramento,5.7092,5.6691,0.0400999999999998,5.9416,5.9158,0.025800000000000267,6.178,6.1437,0.0343,7.4938,7.3631,0.13070000000000004,U.S Dollar,US Gallon,2026-09-03
California,CA,Salinas,5.9559,5.9109,0.04499999999999993,6.0945,6.0677,0.026799999999999713,6.2981,6.2642,0.03390000000000004,7.8085,7.6011,0.2074000000000007,U.S Dollar,US Gallon,2026-09-03
California,CA,San Bernardino,5.7357,5.6947,0.04099999999999948,5.9519,5.9094,0.042500000000000426,6.1315,6.0908,0.04070000000000018,7.6258,7.4895,0.1363000000000003,U.S Dollar,US Gallon,2026-09-03
California,CA,San Diego,5.8988,5.8564,0.04239999999999977,6.1063,6.0689,0.03739999999999988,6.3044,6.2599,0.044500000000000206,7.5564,7.4207,0.13569999999999993,U.S Dollar,US Gallon,2026-09-03
California,CA,San Francisco,5.9179,5.8632,0.054700000000000415,6.1316,6.0846,0.04699999999999971,6.3331,6.2648,0.0682999999999998,7.9532,7.8057,0.14749999999999996,U.S Dollar,US Gallon,2026-09-03
California,CA,San Jose,5.7468,5.6879,0.058900000000000396,5.9787,5.921,0.05769999999999964,6.1584,6.1196,0.03880000000000017,7.7182,7.5738,0.14440000000000008,U.S Dollar,US Gallon,2026-09-03
California,CA,San Luis Obispo-Atascadero-Paso Robles,6.0029,5.975,0.027900000000000702,6.2094,6.1295,0.07989999999999942,6.3662,6.3562,0.009999999999999787,8.0493,7.8835,0.16580000000000084,U.S Dollar,US Gallon,2026-09-03
California,CA,San Rafael,5.9107,5.8499,0.06080000000000041,6.1041,6.054,0.05009999999999959,6.3258,6.2637,0.062100000000000044,7.9999,7.771,0.22890000000000033,U.S Dollar,US Gallon,2026-09-03
California,CA,Santa Barbara-Santa Maria-Lompoc,5.785,5.7704,0.014599999999999724,5.9813,5.9759,0.005399999999999849,6.1491,6.1333,0.015799999999999592,7.7359,7.5695,0.16640000000000033,U.S Dollar,US Gallon,2026-09-03
California,CA,Santa Cruz-Watsonville,5.7468,5.7046,0.04220000000000024,6.0322,5.9853,0.04689999999999994,6.2736,6.2361,0.037499999999999645,7.6603,7.4919,0.1684000000000001,U.S Dollar,US Gallon,2026-09-03
