State-Name,State-Abbreviation,Metro-Name,Regular-Current,Regular-Yesterday,Regular-Change,Mid-Grade-Current,Mid-Grade-Yesterday,Mid-Grade-Change,Premium-Current,Premium-Yesterday,Premium-Change,Diesel-Current,Diesel-Yesterday,Diesel-Change,Currency,Unit,Date
Alaska,AK,Anchorage,4.8258,4.7736,0.052200000000000024,5.1172,5.0796,0.0376000000000003,5.3497,5.3021,0.04760000000000009,5.6146,5.5611,0.05350000000000055,U.S Dollar,US Gallon,2026-08-31
Alaska,AK,Fairbanks,4.8152,4.7946,0.02059999999999995,5.1383,5.0534,0.0849000000000002,5.2715,5.2045,0.06699999999999928,5.6334,5.5382,0.09520000000000017,U.S Dollar,US Gallon,2026-08-31
Alaska,AK,Juneau,4.7323,4.7354,-0.0030999999999998806,4.789,4.774,0.01499999999999968,4.9207,4.8928,0.027899999999999814,5.7861,5.8003,-0.014199999999999768,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Anniston-Oxford,3.6862,3.6824,0.0038000000000000256,4.145,4.1095,0.035499999999999865,4.5225,4.5477,-0.02519999999999989,5.2738,5.2841,-0.010299999999999976,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Auburn,3.6896,3.7022,-0.012599999999999945,4.1203,4.1406,-0.020299999999999763,4.5617,4.5884,-0.026699999999999946,5.3101,5.3425,-0.032399999999999984,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Birmingham,3.6901,3.6942,-0.0040999999999997705,4.1565,4.1704,-0.01389999999999958,4.5815,4.6107,-0.02919999999999945,5.3677,5.3765,-0.008799999999999919,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Daphne-Fairhope-Foley,3.6358,3.6379,-0.0020999999999999908,4.0828,4.1027,-0.019899999999999807,4.5221,4.5238,-0.0016999999999995907,5.3423,5.3441,-0.0018000000000002458,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Decatur,3.6708,3.6596,0.011199999999999655,4.1464,4.1336,0.012799999999999478,4.5371,4.5107,0.026399999999999757,5.2616,5.2717,-0.010100000000000442,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Dothan,3.751,3.7603,-0.009300000000000086,4.1594,4.2158,-0.056400000000000006,4.5846,4.6047,-0.02010000000000023,5.4216,5.429,-0.007400000000000517,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Florence-Muscle Shoals,3.6665,3.6639,0.0026000000000001577,4.0713,4.0971,-0.025800000000000267,4.4657,4.4522,0.013499999999999623,5.2813,5.2836,-0.0022999999999999687,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Gadsden,3.6501,3.6438,0.006299999999999972,4.1222,4.1415,-0.01929999999999943,4.549,4.4978,0.05120000000000058,5.1966,5.2346,-0.038000000000000256,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Huntsville,3.7042,3.6901,0.014100000000000001,4.1989,4.1847,0.014199999999999768,4.5329,4.5322,0.000700000000000145,5.2785,5.3123,-0.033799999999999386,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Mobile,3.6579,3.6618,-0.0038999999999997925,4.1011,4.1287,-0.027600000000000513,4.489,4.528,-0.0389999999999997,5.3647,5.3828,-0.01809999999999956,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Montgomery,3.7293,3.7386,-0.009300000000000086,4.1974,4.2156,-0.018200000000000216,4.6134,4.6428,-0.02939999999999987,5.3398,5.3368,0.0030000000000001137,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Russell County,3.7365,3.7173,0.019200000000000106,4.2026,4.191,0.011600000000000499,4.7475,4.7196,0.027899999999999814,5.3744,5.359,0.015399999999999636,U.S Dollar,US Gallon,2026-08-31
Alabama,AL,Tuscaloosa,3.6823,3.6858,-0.0034999999999998366,4.1459,4.1262,0.019700000000000273,4.5536,4.5168,0.03680000000000039,5.3155,5.3199,-0.004399999999999515,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,Fayetteville-Springdale-Rogers,3.7965,3.7976,-0.001100000000000101,4.176,4.2397,-0.06369999999999987,4.4516,4.4932,-0.04159999999999986,5.2267,5.2346,-0.00790000000000024,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,Fort Smith (AR only),3.7534,3.7456,0.007800000000000029,4.2274,4.2382,-0.010799999999999699,4.5526,4.5711,-0.018500000000000405,5.2044,5.2143,-0.00990000000000002,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,Hot Springs,3.571,3.5488,0.02220000000000022,4.1666,4.0813,0.08530000000000015,4.5086,4.4686,0.040000000000000036,5.119,5.114,0.004999999999999893,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,Jonesboro,3.6203,3.6445,-0.0242,4.0022,4.0199,-0.017699999999999605,4.4547,4.4895,-0.03479999999999972,5.2524,5.2497,0.0026999999999999247,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,Little Rock-North Little Rock,3.6106,3.6056,0.004999999999999893,4.1203,4.1101,0.010200000000000209,4.4761,4.46,0.01609999999999978,5.2165,5.2226,-0.006099999999999994,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,Pine Bluff,3.6713,3.6902,-0.018899999999999917,4.0863,4.1917,-0.10540000000000038,4.599,4.586,0.0129999999999999,5.3383,5.3457,-0.007399999999999629,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,Texarkana (AR only),3.6485,3.6417,0.006799999999999695,4.242,4.2896,-0.04760000000000009,4.4765,4.5104,-0.03390000000000004,5.199,5.2457,-0.04670000000000041,U.S Dollar,US Gallon,2026-08-31
Arkansas,AR,West Memphis,3.7365,3.7219,0.014599999999999724,4.1854,4.1367,0.0486999999999993,4.6147,4.685,-0.07029999999999959,5.3876,5.4101,-0.022499999999999964,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,East Valley,4.7009,4.6813,0.019599999999999618,5.1027,5.0776,0.025099999999999234,5.4111,5.3964,0.01470000000000038,5.8423,5.8194,0.02289999999999992,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Flagstaff,4.4923,4.4886,0.0037000000000002586,4.7418,4.7615,-0.019700000000000273,5.144,5.1071,0.036900000000000155,5.7361,5.7224,0.013700000000000045,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Glendale,4.6904,4.6788,0.011600000000000499,5.1409,5.113,0.027899999999999814,5.4269,5.4271,-0.00020000000000042206,5.8678,5.8544,0.013399999999999856,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Lake Havasu-Kingman,4.3926,4.3885,0.004100000000000215,4.6934,4.6005,0.09289999999999932,5.0769,5.0436,0.03330000000000055,5.7896,5.8256,-0.03599999999999959,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Peoria,4.7029,4.6868,0.01609999999999978,5.0993,5.066,0.03330000000000055,5.4629,5.4353,0.027600000000000513,5.8787,5.8696,0.009100000000000108,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Phoenix Proper,4.6929,4.6677,0.02519999999999989,5.1203,5.0852,0.03509999999999991,5.4126,5.4019,0.010699999999999932,5.8388,5.8248,0.014000000000000234,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Phoenix-Mesa,4.672,4.653,0.019000000000000128,5.0889,5.0662,0.0226999999999995,5.3989,5.3842,0.01470000000000038,5.8351,5.8198,0.01529999999999987,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Pima County,4.3307,4.3133,0.017400000000000304,4.7369,4.7073,0.029600000000000293,5.0364,5.0174,0.019000000000000128,5.5778,5.5647,0.013099999999999667,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Prescott,4.4501,4.431,0.019099999999999895,4.6942,4.6999,-0.005700000000000038,5.0901,5.0483,0.04179999999999939,5.771,5.7782,-0.007200000000000095,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Scottsdale,4.7281,4.7026,0.025500000000000078,5.0983,5.0739,0.024399999999999977,5.4278,5.3849,0.04290000000000038,5.8979,5.8816,0.016300000000000203,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Sierra Vista-Douglas,4.2724,4.2586,0.013799999999999812,4.5896,4.5851,0.0045000000000001705,4.9423,4.9115,0.03080000000000016,5.6098,5.6148,-0.004999999999999893,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Tucson,4.325,4.3085,0.016499999999999737,4.7271,4.6994,0.02770000000000028,5.0274,5.0108,0.016600000000000392,5.5714,5.5589,0.01249999999999929,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,West Valley,4.6798,4.6668,0.0129999999999999,5.1182,5.089,0.02919999999999945,5.4127,5.4024,0.010299999999999976,5.8642,5.8542,0.010000000000000675,U.S Dollar,US Gallon,2026-08-31
Arizona,AZ,Yuma,4.4323,4.3958,0.03649999999999931,4.713,4.6833,0.02970000000000006,5.0584,5.0108,0.04760000000000009,5.8516,5.8922,-0.040599999999999525,U.S Dollar,US Gallon,2026-08-31
California,CA,Bakersfield,5.7122,5.663,0.04919999999999991,5.9331,5.8746,0.05849999999999955,6.148,6.114,0.03399999999999981,7.2228,7.1398,0.08300000000000018,U.S Dollar,US Gallon,2026-08-31
California,CA,Chico-Paradise,5.4075,5.4178,-0.010299999999999976,5.6226,5.6268,-0.0041999999999999815,5.8247,5.8762,-0.05149999999999988,7.0064,6.9887,0.017700000000000493,U.S Dollar,US Gallon,2026-08-31
California,CA,El Centro,5.4129,5.4216,-0.008700000000000152,5.626,5.619,0.007000000000000561,5.869,5.8366,0.032399999999999984,7.0766,7.0796,-0.0030000000000001137,U.S Dollar,US Gallon,2026-08-31
California,CA,Fresno,5.6468,5.625,0.02179999999999982,5.8316,5.854,-0.022400000000000198,6.0774,6.0378,0.03960000000000008,7.2732,7.2698,0.0034000000000000696,U.S Dollar,US Gallon,2026-08-31
California,CA,Hanford-Corcoran,5.5614,5.5558,0.005600000000000271,5.823,5.7479,0.07510000000000083,6.0396,5.9453,0.0943000000000005,7.2306,7.1264,0.10419999999999963,U.S Dollar,US Gallon,2026-08-31
California,CA,Los Angeles-Long Beach,5.7467,5.7428,0.0038999999999997925,5.9597,5.9626,-0.0029000000000003467,6.1466,6.1442,0.002400000000000624,7.3788,7.3891,-0.010299999999999976,U.S Dollar,US Gallon,2026-08-31
California,CA,Madera-Chowchilla,5.7208,5.6826,0.03819999999999979,5.9665,5.9961,-0.029600000000000293,6.1969,6.1753,0.021600000000000286,7.2125,7.1647,0.04780000000000051,U.S Dollar,US Gallon,2026-08-31
California,CA,Merced,5.5935,5.5773,0.016199999999999548,5.9047,5.8821,0.02259999999999973,6.135,6.1009,0.034099999999999575,7.2514,7.2501,0.001300000000000523,U.S Dollar,US Gallon,2026-08-31
California,CA,Modesto,5.4696,5.4647,0.0049000000000001265,5.7286,5.7314,-0.0027999999999996916,6.0007,5.9887,0.012000000000000455,7.1496,7.1355,0.014100000000000001,U.S Dollar,US Gallon,2026-08-31
California,CA,Napa,5.8066,5.8029,0.0037000000000002586,6.009,6.0448,-0.035800000000000054,6.163,6.1948,-0.031799999999999606,7.5398,7.4137,0.1260999999999992,U.S Dollar,US Gallon,2026-08-31
California,CA,Oakland,5.6962,5.6884,0.007800000000000473,5.9209,5.937,-0.01610000000000067,6.1497,6.1432,0.00649999999999995,7.3809,7.3559,0.024999999999999467,U.S Dollar,US Gallon,2026-08-31
California,CA,Orange County,5.7196,5.7175,0.0020999999999995467,5.9496,5.945,0.0045999999999999375,6.1118,6.1137,-0.0019000000000000128,7.3457,7.3226,0.023099999999999454,U.S Dollar,US Gallon,2026-08-31
California,CA,Redding,5.4779,5.4704,0.007500000000000284,5.5816,5.5888,-0.007200000000000095,5.801,5.8187,-0.017699999999999605,7.0578,7.0014,0.056400000000000006,U.S Dollar,US Gallon,2026-08-31
California,CA,Riverside,5.6311,5.6202,0.010900000000000354,5.8648,5.8626,0.002200000000000202,6.0496,6.0487,0.0008999999999996788,7.33,7.3226,0.007399999999999629,U.S Dollar,US Gallon,2026-08-31
California,CA,Sacramento,5.6085,5.5992,0.00930000000000053,5.8504,5.8452,0.005199999999999427,6.0751,6.081,-0.00590000000000046,7.165,7.1706,-0.005600000000000271,U.S Dollar,US Gallon,2026-08-31
California,CA,Salinas,5.8383,5.8366,0.001700000000000479,5.9999,5.9827,0.017199999999999882,6.1969,6.1987,-0.0017999999999993577,7.4657,7.4336,0.032099999999999795,U.S Dollar,US Gallon,2026-08-31
California,CA,San Bernardino,5.6565,5.6455,0.01100000000000012,5.8384,5.8491,-0.010699999999999932,6.0609,6.057,0.0038999999999997925,7.3261,7.311,0.015100000000000335,U.S Dollar,US Gallon,2026-08-31
California,CA,San Diego,5.7889,5.792,-0.0030999999999998806,6.0031,5.9986,0.0045000000000001705,6.1894,6.1916,-0.002200000000000202,7.2556,7.2577,-0.0020999999999995467,U.S Dollar,US Gallon,2026-08-31
California,CA,San Francisco,5.8199,5.8161,0.0038000000000000256,6.0188,6.0389,-0.02010000000000023,6.2378,6.2246,0.013200000000000323,7.6533,7.619,0.0343,U.S Dollar,US Gallon,2026-08-31
California,CA,San Jose,5.641,5.6345,0.00649999999999995,5.8637,5.8659,-0.002200000000000202,6.0773,6.0637,0.013600000000000279,7.4608,7.399,0.061799999999999855,U.S Dollar,US Gallon,2026-08-31
California,CA,San Luis Obispo-Atascadero-Paso Robles,5.919,5.9063,0.012699999999999712,6.0688,6.0909,-0.02210000000000001,6.3077,6.2752,0.03249999999999975,7.6986,7.7024,-0.0038000000000000256,U.S Dollar,US Gallon,2026-08-31
California,CA,San Rafael,5.782,5.7716,0.010399999999999743,6.0085,6.0142,-0.005700000000000038,6.185,6.2025,-0.01750000000000007,7.6433,7.6198,0.0235000000000003,U.S Dollar,US Gallon,2026-08-31
California,CA,Santa Barbara-Santa Maria-Lompoc,5.7194,5.7262,-0.006800000000000139,5.9209,5.923,-0.002100000000000435,6.0339,6.087,-0.0530999999999997,7.3871,7.3995,-0.012399999999999523,U.S Dollar,US Gallon,2026-08-31
California,CA,Santa Cruz-Watsonville,5.6826,5.6493,0.03329999999999966,5.896,5.8906,0.005399999999999849,6.1316,6.1288,0.0027999999999996916,7.3552,7.2948,0.060399999999999565,U.S Dollar,US Gallon,2026-08-31
California,CA,Santa Rosa,5.848,5.8201,0.027899999999999814,6.0537,6.0487,0.004999999999999893,6.2743,6.2626,0.011700000000000266,7.5372,7.5211,0.01610000000000067,U.S Dollar,US Gallon,2026-08-31
California,CA,Stockton-Lodi,5.5184,5.4912,0.02719999999999967,5.7416,5.7664,-0.024799999999999933,5.9546,5.9734,-0.018799999999999706,7.1277,7.1205,0.007200000000000095,U.S Dollar,US Gallon,2026-08-31
California,CA,Vallejo-Fairfield,5.5981,5.5812,0.016899999999999693,5.8243,5.8126,0.011700000000000266,6.047,6.0285,0.018499999999999517,7.2931,7.24,0.0530999999999997,U.S Dollar,US Gallon,2026-08-31
California,CA,Ventura,5.6396,5.6425,-0.0029000000000003467,5.848,5.8588,-0.010799999999999699,6.0515,6.0556,-0.004100000000000215,7.3516,7.3404,0.011200000000000543,U.S Dollar,US Gallon,2026-08-31
California,CA,Visalia-Tulare-Porterville,5.6174,5.5756,0.04180000000000028,5.8529,5.7754,0.07749999999999968,6.0596,6.0632,-0.0036000000000004917,7.2121,7.177,0.0351000000000008,U.S Dollar,US Gallon,2026-08-31
California,CA,Yolo,5.5633,5.5517,0.01159999999999961,5.7796,5.7782,0.00140000000000029,6.0421,6.0645,-0.022400000000000198,7.0707,7.1162,-0.04549999999999965,U.S Dollar,US Gallon,2026-08-31
California,CA,Yuba City,5.343,5.3222,0.020800000000000374,5.6428,5.6371,0.005700000000000038,5.7759,5.8825,-0.10660000000000025,7.0377,6.9375,0.10020000000000007,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Boulder-Longmont,4.3744,4.364,0.010399999999999743,4.8622,4.8085,0.05369999999999919,5.1281,5.1162,0.0118999999999998,5.4945,5.4934,0.001100000000000101,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Colorado Springs,4.1,4.0613,0.03869999999999951,4.4839,4.4409,0.04300000000000015,4.8053,4.7785,0.026799999999999713,5.2676,5.2373,0.03029999999999955,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Denver,4.2087,4.1845,0.024200000000000443,4.6417,4.6145,0.027200000000000557,4.9628,4.941,0.02179999999999982,5.2924,5.2794,0.0129999999999999,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Durango,4.4873,4.4873,0.0,4.7126,4.7352,-0.02259999999999973,5.0069,5.0152,-0.008300000000000196,5.7768,5.769,0.007799999999999585,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Fort Collins-Loveland,4.3008,4.3001,0.000700000000000145,4.6915,4.6605,0.030999999999999694,5.0381,5.0014,0.03669999999999973,5.3567,5.3566,9.999999999976694e-05,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Glenwood Springs,4.845,4.8823,-0.03730000000000011,5.3615,5.4357,-0.07419999999999938,5.609,5.6765,-0.0674999999999999,5.9823,5.9479,0.03440000000000065,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Grand Junction (CO only),4.4095,4.407,0.002500000000000391,4.7398,4.7474,-0.007600000000000051,5.0728,5.0899,-0.017100000000000115,5.6486,5.6588,-0.010200000000000209,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Greeley,4.156,4.1423,0.013700000000000045,4.5284,4.5025,0.025900000000000034,4.8469,4.8386,0.008300000000000196,5.1804,5.1727,0.007699999999999818,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Pueblo,4.2114,4.2082,0.0032000000000005357,4.5693,4.5728,-0.0034999999999998366,4.896,4.9246,-0.02859999999999996,5.2693,5.2848,-0.015499999999999403,U.S Dollar,US Gallon,2026-08-31
Colorado,CO,Vail,4.6354,4.6354,0.0,5.0101,5.0212,-0.011099999999999888,5.274,5.3046,-0.03059999999999974,5.839,5.819,0.020000000000000462,U.S Dollar,US Gallon,2026-08-31
Connecticut,CT,Bridgeport,4.2696,4.2529,0.01669999999999927,4.8807,4.8567,0.02400000000000002,5.2755,5.2662,0.009299999999999642,5.7195,5.7184,0.001100000000000101,U.S Dollar,US Gallon,2026-08-31
Connecticut,CT,Hartford,4.2053,4.1919,0.013399999999999856,4.7888,4.7917,-0.0028999999999994586,5.2229,5.2095,0.013399999999999856,5.7079,5.7005,0.007400000000000517,U.S Dollar,US Gallon,2026-08-31
Connecticut,CT,Lower Fairfield County,4.249,4.2206,0.028399999999999537,4.8426,4.8151,0.027499999999999858,5.2281,5.2038,0.02430000000000021,5.7005,5.7026,-0.002100000000000435,U.S Dollar,US Gallon,2026-08-31
Connecticut,CT,New Haven-Meriden,4.1678,4.1508,0.01699999999999946,4.7198,4.7269,-0.00709999999999944,5.0804,5.0988,-0.01839999999999975,5.7013,5.6827,0.018600000000000172,U.S Dollar,US Gallon,2026-08-31
Connecticut,CT,New London-Norwich (CT only),4.2159,4.1963,0.019600000000000506,4.7469,4.7399,0.007000000000000561,5.174,5.1501,0.023900000000000254,5.7345,5.7133,0.02119999999999944,U.S Dollar,US Gallon,2026-08-31
Connecticut,CT,Windham,4.261,4.2496,0.011400000000000077,4.7315,4.7023,0.02919999999999945,5.1179,5.0874,0.03049999999999997,5.7206,5.7026,0.017999999999999794,U.S Dollar,US Gallon,2026-08-31
District of Columbia,DC,Washington (DC only),4.2071,4.2025,0.0045999999999999375,4.8912,4.8941,-0.0028999999999994586,5.2538,5.2885,-0.03469999999999995,5.6934,5.704,-0.010600000000000165,U.S Dollar,US Gallon,2026-08-31
District of Columbia,DC,Washington (Entire Metro Average),3.9771,3.983,-0.005900000000000016,4.5195,4.5511,-0.03160000000000007,4.8888,4.9039,-0.015100000000000335,5.7334,5.738,-0.004600000000000826,U.S Dollar,US Gallon,2026-08-31
Delaware,DE,Dover,3.9337,3.9346,-0.0009000000000001229,4.3928,4.431,-0.03819999999999979,4.7523,4.8073,-0.054999999999999716,5.7616,5.7563,0.005299999999999194,U.S Dollar,US Gallon,2026-08-31
Delaware,DE,Milford-Seaford,3.9476,3.9468,0.0007999999999999119,4.4285,4.4138,0.014699999999999491,4.7733,4.7791,-0.005799999999999805,5.7726,5.769,0.0035999999999996035,U.S Dollar,US Gallon,2026-08-31
Delaware,DE,Wilmington-Newark (DE only),3.9268,3.9234,0.0034000000000000696,4.6616,4.6336,0.02799999999999958,4.9284,4.915,0.013399999999999856,5.7338,5.7253,0.00849999999999973,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Bradenton-Sarasota-Venice,3.8597,3.8854,-0.025700000000000056,4.3366,4.3658,-0.029200000000000337,4.6552,4.6998,-0.04459999999999997,5.3942,5.4148,-0.02059999999999995,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Crestview-Fort Walton Beach,3.7227,3.7177,0.0050000000000003375,4.1417,4.1844,-0.04269999999999996,4.5305,4.5789,-0.0484,5.3719,5.3729,-0.0009999999999994458,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Daytona Beach,3.9123,3.9198,-0.00749999999999984,4.3614,4.3825,-0.021100000000000563,4.7127,4.7198,-0.007100000000000328,5.4153,5.4239,-0.008599999999999497,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Fort Lauderdale,3.9314,3.9422,-0.010800000000000143,4.4104,4.4241,-0.013700000000000045,4.7051,4.7178,-0.0127000000000006,5.4802,5.4959,-0.015699999999999825,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Fort Myers-Cape Coral,3.8557,3.8769,-0.021199999999999886,4.3256,4.357,-0.03140000000000054,4.6318,4.6608,-0.028999999999999915,5.411,5.4369,-0.025900000000000034,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Gainesville,3.954,3.9651,-0.011099999999999888,4.4598,4.4715,-0.011699999999999378,4.7966,4.8243,-0.02770000000000028,5.527,5.5275,-0.0004999999999997229,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Homosassa Springs,3.89,3.9145,-0.024499999999999744,4.2825,4.3259,-0.043400000000000105,4.6507,4.674,-0.023300000000000765,5.4493,5.4584,-0.009100000000000108,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Jacksonville,3.8917,3.912,-0.020299999999999763,4.3306,4.36,-0.02940000000000076,4.6896,4.7284,-0.03879999999999928,5.4198,5.4413,-0.02149999999999963,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Lakeland-Winter Haven,3.8405,3.86,-0.01949999999999985,4.2368,4.2827,-0.045900000000000496,4.6183,4.6572,-0.038899999999999935,5.3633,5.3919,-0.02859999999999996,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Melbourne-Titusville,3.8848,3.9041,-0.019300000000000317,4.3382,4.3563,-0.01810000000000045,4.681,4.7097,-0.028699999999999726,5.4504,5.4519,-0.0015000000000000568,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Miami,3.9137,3.9204,-0.006699999999999928,4.3734,4.3845,-0.011099999999999888,4.6137,4.6176,-0.0039000000000006807,5.4433,5.4639,-0.02059999999999995,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Naples,3.9289,3.9462,-0.017300000000000093,4.3973,4.408,-0.010699999999999932,4.7067,4.7321,-0.02540000000000031,5.4947,5.4962,-0.0015000000000000568,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Ocala,3.9076,3.9271,-0.01949999999999985,4.3452,4.3474,-0.002200000000000202,4.7056,4.7431,-0.03750000000000053,5.466,5.4752,-0.009199999999999875,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Orlando,3.8263,3.8562,-0.029900000000000038,4.2529,4.2887,-0.035800000000000054,4.5794,4.6182,-0.03880000000000017,5.3898,5.4087,-0.018899999999999473,U.S Dollar,US Gallon,2026-08-31
Florida,FL,Panama City,3.6868,3.6898,-0.0030000000000001137,4.101,4.1337,-0.03270000000000017,4.5252,4.521,0.0041999999999999815,5.2463,5.2865,-0.04020000000000046,U.S Dollar,US Gallon,2026-08-31
